session_id,user_id,customer_name,product_id,product,category,sequence_order,timestamp
7950,127,小華,3468,螢光筆組,文具用品,5,2025-02-28 15:50:47
2181,124,家豪,489,洗手慕絲,居家生活,4,2025-01-02 12:04:38
1620,103,小華,989,洗衣精,居家生活,2,2025-02-10 09:10:18
2154,119,佳玲,4337,男用短襪,居家生活,4,2024-07-17 16:25:29
7626,114,Kevin,376,筆記本,文具用品,4,2024-12-10 04:18:26
9762,101,Eric,1136,牛奶餅乾,食品零食,6,2024-10-26 01:39:25
2189,112,Ivy,1838,螢光筆組,文具用品,3,2025-02-06 10:58:18
2417,110,Daniel,6349,牛奶餅乾,食品零食,4,2025-02-24 01:07:19
8765,106,Ivy,3702,男用短襪,居家生活,2,2025-01-17 14:14:08
9941,110,家豪,4983,保溫瓶,居家生活,6,2025-03-30 23:35:26
7113,101,Ivy,9194,女用短襪,居家生活,2,2024-03-04 01:31:15
1082,119,Eric,6556,牙刷組,居家生活,5,2024-10-07 03:05:57
5992,107,Kevin,3569,保溫瓶,居家生活,4,2024-11-26 18:39:41
3333,106,家豪,3717,無糖紅茶,食品零食,5,2025-03-03 09:12:07
4183,104,家豪,9394,筆記本,文具用品,1,2025-03-11 19:58:59
8557,121,Ivy,1298,牛奶餅乾,食品零食,3,2024-12-09 02:27:09
5107,104,佳玲,9612,洗衣精,居家生活,4,2024-06-18 13:00:10
3100,122,佳玲,1739,無線滑鼠,3C配件,3,2024-11-13 02:32:29
4170,111,Daniel,7483,洗髮精,居家生活,3,2024-11-11 11:07:45
3496,119,Eric,6071,果汁飲料,食品零食,3,2024-08-07 06:08:23
1079,111,佳玲,3729,護手霜,居家生活,6,2025-01-13 23:19:55
8145,109,Kevin,2300,洗髮精,居家生活,6,2025-01-10 12:04:18
8863,115,Daniel,5977,男用短襪,居家生活,3,2024-09-06 20:05:08
2783,106,Eric,1443,果汁飲料,食品零食,3,2025-03-15 05:05:50
9824,107,Emily,1352,螢光筆組,文具用品,6,2024-02-08 00:40:41
9309,121,小美,9633,洗髮精,居家生活,5,2024-07-26 21:28:57
4485,130,小美,9137,洗衣精,居家生活,3,2024-10-05 19:38:56
8734,121,家豪,6093,筆記本,文具用品,4,2024-04-24 21:28:00
5767,105,Daniel,8310,牙刷組,居家生活,5,2024-02-16 14:26:47
6961,117,小美,4013,果汁飲料,食品零食,5,2024-12-16 06:02:17
9423,105,Daniel,2708,女用短襪,居家生活,2,2024-10-16 20:36:02
3395,124,Daniel,5978,無糖紅茶,食品零食,1,2024-04-22 17:45:16
4796,103,Emily,6152,牙刷組,居家生活,2,2024-01-22 07:31:42
9485,130,Kevin,6458,泡麵,食品零食,4,2024-08-20 01:41:26
1653,121,Kevin,1791,洗髮精,居家生活,6,2024-09-23 23:04:02
5480,127,Emily,9580,牙刷組,居家生活,5,2024-10-18 06:19:46
7171,121,Sophia,6085,筆記本,文具用品,5,2024-11-30 02:50:02
9465,109,Sophia,3751,男用短襪,居家生活,5,2024-07-26 12:50:55
6653,116,Daniel,9999,螢光筆組,文具用品,1,2024-09-13 05:03:34
8207,106,佳玲,1363,果汁飲料,食品零食,5,2024-11-25 10:13:26
4465,105,家豪,2678,自動鉛筆,文具用品,3,2024-11-04 04:18:29
4773,114,Kevin,1956,果汁飲料,食品零食,4,2024-12-11 17:25:59
8848,107,Eric,2741,牛奶餅乾,食品零食,6,2025-03-02 14:57:37
1367,108,小美,2195,螢光筆組,文具用品,5,2024-10-30 05:51:59
3207,121,Ivy,742,果汁飲料,食品零食,5,2024-03-16 02:02:08
3725,109,家豪,8564,無糖紅茶,食品零食,4,2024-11-02 20:31:12
1305,129,Emily,1504,充電線,3C配件,2,2024-08-17 22:04:58
8723,128,Daniel,2894,充電線,3C配件,2,2025-03-01 14:57:20
3338,126,Eric,3079,洗手慕絲,居家生活,5,2024-12-03 18:35:52
5333,106,Kevin,7529,快充行動電源,3C配件,5,2024-10-29 02:30:23
4765,113,Sophia,2266,洗衣精,居家生活,1,2024-01-09 07:22:02
9564,128,Ivy,6977,無糖紅茶,食品零食,2,2024-11-06 03:30:22
3906,116,Eric,9927,男用短襪,居家生活,1,2025-03-25 19:20:55
9246,125,小華,1626,無糖紅茶,食品零食,4,2024-12-03 04:44:42
9835,127,小美,7169,無線滑鼠,3C配件,5,2024-08-03 13:29:06
1711,123,Ivy,7128,洗髮精,居家生活,2,2025-02-14 17:33:12
7246,112,Eric,9539,牛奶餅乾,食品零食,1,2024-08-05 04:52:28
5170,116,佳玲,1473,保溫瓶,居家生活,3,2024-11-02 19:47:47
7695,109,佳玲,189,護手霜,居家生活,6,2025-01-15 00:15:32
9561,104,Ivy,217,果汁飲料,食品零食,4,2024-12-01 07:28:44
6175,114,Kevin,1846,洗髮精,居家生活,2,2024-08-06 23:43:23
5155,109,Ivy,7039,保溫瓶,居家生活,5,2024-07-06 22:16:40
5514,122,Sophia,3437,洗髮精,居家生活,4,2024-10-09 20:18:00
8904,106,Kevin,9260,泡麵,食品零食,5,2024-09-04 09:14:23
6024,119,Kevin,6622,筆記本,文具用品,6,2024-03-11 04:20:08
4764,115,家豪,1742,無線滑鼠,3C配件,2,2024-09-17 14:35:02
6544,126,Ivy,952,洗衣精,居家生活,2,2024-07-18 23:09:05
1086,126,小華,2481,快充行動電源,3C配件,4,2024-11-03 15:51:05
2444,103,Emily,3733,無線滑鼠,3C配件,3,2024-02-10 22:10:26
1618,124,Sophia,6664,充電線,3C配件,5,2024-12-01 18:58:09
5693,123,Eric,1041,果汁飲料,食品零食,2,2024-11-23 17:59:57
8192,101,佳玲,8589,洗髮精,居家生活,3,2024-04-09 01:13:25
9364,117,佳玲,2876,洗髮精,居家生活,6,2024-01-19 13:05:51
4919,121,小美,2679,牛奶餅乾,食品零食,1,2024-05-21 14:32:34
6785,122,Sophia,6742,牙刷組,居家生活,5,2024-04-12 18:51:01
1251,124,小華,1577,無線滑鼠,3C配件,5,2024-05-25 20:21:24
6703,112,Emily,3807,無線滑鼠,3C配件,5,2024-04-09 16:33:26
7618,119,小美,4377,保溫瓶,居家生活,2,2024-07-27 18:25:53
2744,118,小華,8343,果汁飲料,食品零食,3,2024-06-23 04:15:36
9409,109,Ivy,9519,護手霜,居家生活,3,2024-12-21 16:07:14
7178,119,Daniel,4085,自動鉛筆,文具用品,3,2025-02-01 16:42:22
8548,129,Eric,548,果汁飲料,食品零食,4,2024-02-29 09:23:12
2106,113,佳玲,3867,無線滑鼠,3C配件,3,2024-07-30 12:51:21
9462,118,小美,4414,筆記本,文具用品,2,2024-05-27 03:23:10
7536,122,Kevin,1345,洗衣精,居家生活,5,2024-04-01 17:21:03
6142,112,佳玲,9499,洗髮精,居家生活,3,2024-04-03 06:55:25
9175,124,佳玲,3947,牛奶餅乾,食品零食,6,2024-05-03 09:39:47
4387,108,佳玲,4191,泡麵,食品零食,5,2024-07-01 05:40:46
2747,104,小華,8171,男用短襪,居家生活,5,2024-01-04 19:42:52
1692,128,Daniel,6181,螢光筆組,文具用品,5,2024-06-10 17:55:32
5501,116,家豪,8474,泡麵,食品零食,3,2024-07-22 08:05:10
3101,102,Ivy,7033,男用短襪,居家生活,4,2024-10-03 01:11:08
9232,112,Sophia,2963,牛奶餅乾,食品零食,4,2024-03-02 18:52:02
8537,111,小美,293,洗衣精,居家生活,6,2024-04-17 13:48:52
2650,111,Kevin,4354,無線滑鼠,3C配件,2,2024-10-07 09:34:12
4885,109,Daniel,5721,男用短襪,居家生活,3,2024-04-04 18:09:34
7945,107,Sophia,6199,男用短襪,居家生活,3,2025-03-13 14:35:06
5581,115,家豪,9461,牙刷組,居家生活,2,2024-10-21 08:19:18
2636,124,Emily,3963,保溫瓶,居家生活,5,2024-08-09 13:52:03
4212,105,家豪,7849,無糖紅茶,食品零食,1,2024-03-31 15:20:49
9185,105,Ivy,8848,保溫瓶,居家生活,6,2024-06-10 17:43:02
5915,109,Ivy,9403,果汁飲料,食品零食,1,2024-07-22 03:36:12
3676,102,佳玲,4266,無糖紅茶,食品零食,4,2025-03-05 22:55:57
2577,115,Kevin,4356,保溫瓶,居家生活,3,2024-07-03 20:24:06
5222,112,小美,6846,牛奶餅乾,食品零食,1,2024-06-28 22:02:54
4259,119,Eric,8921,無線滑鼠,3C配件,2,2025-02-03 10:21:44
6818,111,Ivy,8087,男用短襪,居家生活,6,2024-08-16 02:51:17
7243,120,Emily,7698,洗髮精,居家生活,6,2024-03-15 06:06:04
6527,114,Eric,9465,洗手慕絲,居家生活,4,2025-03-10 02:35:51
2296,106,Kevin,3839,泡麵,食品零食,3,2024-06-11 23:46:31
5773,123,Emily,6579,洗手慕絲,居家生活,3,2025-03-30 16:11:53
6950,124,Eric,8635,無糖紅茶,食品零食,4,2024-07-30 06:05:30
4012,128,小美,2148,護手霜,居家生活,6,2024-04-30 09:09:43
2311,107,家豪,6605,果汁飲料,食品零食,1,2024-02-18 02:19:21
8752,118,小美,531,牛奶餅乾,食品零食,4,2024-09-25 03:01:51
2702,109,Eric,2644,泡麵,食品零食,1,2024-12-01 14:11:37
6068,108,佳玲,4755,護手霜,居家生活,4,2024-11-16 04:36:09
3150,117,家豪,568,保溫瓶,居家生活,1,2024-12-05 12:59:31
6328,128,Daniel,7754,洗髮精,居家生活,5,2024-05-19 19:58:18
8288,105,Ivy,3000,泡麵,食品零食,5,2024-11-01 16:37:20
8126,117,Ivy,5173,牙刷組,居家生活,3,2024-09-03 19:38:55
4721,126,小華,7339,無糖紅茶,食品零食,3,2024-07-06 15:00:28
5256,105,Emily,272,筆記本,文具用品,1,2024-09-24 04:57:45
6634,110,Daniel,8867,無糖紅茶,食品零食,1,2024-12-18 17:54:38
8816,110,小美,7152,無糖紅茶,食品零食,3,2024-11-01 08:25:05
1118,118,Kevin,3189,泡麵,食品零食,4,2025-03-27 20:24:32
8161,113,佳玲,2775,保溫瓶,居家生活,6,2025-01-12 23:31:11
7385,127,Sophia,3714,洗衣精,居家生活,3,2024-02-10 15:22:23
4924,117,Eric,4554,泡麵,食品零食,3,2024-11-28 19:22:02
5404,114,佳玲,1221,牙刷組,居家生活,2,2024-03-10 10:32:37
2808,121,Daniel,7518,保溫瓶,居家生活,3,2024-12-24 22:40:25
9060,107,Kevin,417,洗衣精,居家生活,2,2024-01-26 19:28:39
1362,106,小華,4722,牛奶餅乾,食品零食,3,2024-03-05 15:57:44
1134,108,小華,2568,牛奶餅乾,食品零食,1,2024-09-09 07:54:27
6601,114,Emily,8265,洗衣精,居家生活,3,2024-08-25 01:09:19
6410,103,家豪,1018,果汁飲料,食品零食,3,2025-02-01 14:17:15
2169,118,Daniel,3075,無糖紅茶,食品零食,2,2025-03-06 09:06:18
7251,127,小美,2098,自動鉛筆,文具用品,6,2024-05-07 14:00:36
8257,108,小美,3363,護手霜,居家生活,4,2025-01-11 03:25:15
9538,122,佳玲,7846,男用短襪,居家生活,4,2024-12-14 11:21:48
6293,106,小美,9104,女用短襪,居家生活,5,2024-03-03 09:13:22
8884,121,Emily,3355,洗手慕絲,居家生活,3,2025-03-30 01:53:47
4568,104,佳玲,7213,牛奶餅乾,食品零食,3,2024-01-08 06:05:36
5523,119,小華,6584,泡麵,食品零食,2,2024-01-05 01:31:44
8786,123,Eric,2639,果汁飲料,食品零食,3,2025-01-29 03:15:28
5075,106,Daniel,1597,充電線,3C配件,6,2024-11-12 12:19:17
1983,102,Kevin,2621,洗手慕絲,居家生活,6,2024-10-01 03:54:36
3061,116,佳玲,5289,泡麵,食品零食,5,2025-02-07 23:28:15
6690,126,Daniel,3261,無糖紅茶,食品零食,1,2024-12-18 13:45:14
6868,124,家豪,4207,無糖紅茶,食品零食,1,2024-09-05 15:55:44
5828,118,Daniel,3209,快充行動電源,3C配件,5,2024-04-05 19:47:33
6696,111,Daniel,4610,泡麵,食品零食,5,2025-03-16 20:11:22
3627,103,Ivy,2639,果汁飲料,食品零食,4,2024-05-31 09:35:17
9873,112,Daniel,111,螢光筆組,文具用品,6,2024-09-16 13:48:01
4039,129,小美,6065,無糖紅茶,食品零食,5,2024-05-02 11:40:34
2037,122,Ivy,6448,洗手慕絲,居家生活,2,2024-09-25 18:06:54
3525,120,Emily,5385,無糖紅茶,食品零食,4,2024-11-24 11:43:28
2809,104,Ivy,1192,果汁飲料,食品零食,1,2025-03-03 04:43:29
3926,128,小美,3410,無糖紅茶,食品零食,1,2024-09-05 06:58:35
2617,102,Eric,6466,充電線,3C配件,6,2024-09-07 19:08:40
5193,102,Kevin,3716,自動鉛筆,文具用品,5,2025-01-02 02:34:49
1214,130,佳玲,8151,自動鉛筆,文具用品,1,2024-08-27 23:15:44
1994,112,Ivy,6914,牛奶餅乾,食品零食,3,2025-02-10 02:07:21
5355,117,小美,1253,快充行動電源,3C配件,3,2024-02-09 07:51:38
9511,104,小華,3884,無糖紅茶,食品零食,5,2024-07-16 06:53:52
4164,117,佳玲,9439,女用短襪,居家生活,6,2024-04-01 20:19:53
7802,124,小華,9546,筆記本,文具用品,3,2024-12-11 16:42:05
7997,129,小華,2833,泡麵,食品零食,2,2024-10-08 14:37:12
9268,111,家豪,8847,泡麵,食品零食,5,2024-08-14 12:49:39
6163,118,Kevin,6190,無糖紅茶,食品零食,4,2025-01-26 23:03:20
8054,127,Kevin,4043,泡麵,食品零食,5,2024-10-06 07:47:19
7145,125,Ivy,4262,無糖紅茶,食品零食,3,2024-08-19 16:17:34
7505,101,小美,4760,洗髮精,居家生活,5,2024-01-09 18:50:44
3213,129,Emily,207,牛奶餅乾,食品零食,3,2024-04-23 07:49:17
6159,101,Emily,9171,筆記本,文具用品,5,2024-10-11 20:46:38
3534,104,小美,7642,螢光筆組,文具用品,3,2024-03-20 05:02:21
5341,112,Eric,4193,男用短襪,居家生活,2,2024-05-11 10:56:01
2505,119,Sophia,9423,女用短襪,居家生活,2,2025-01-10 02:48:38
6319,126,Daniel,2932,男用短襪,居家生活,4,2025-02-26 20:58:47
2562,120,Emily,712,洗髮精,居家生活,6,2025-02-17 20:58:54
7251,103,小美,5578,女用短襪,居家生活,3,2025-03-26 15:48:45
7824,130,小華,3814,洗髮精,居家生活,6,2024-11-30 21:55:44
1187,121,Sophia,986,牛奶餅乾,食品零食,3,2024-09-25 01:29:57
6231,118,Eric,2550,洗衣精,居家生活,3,2024-09-14 08:02:20
3509,102,Sophia,7400,牛奶餅乾,食品零食,5,2024-10-21 18:22:35
2475,108,Sophia,4847,女用短襪,居家生活,4,2024-03-16 04:48:46
6507,103,Daniel,9462,護手霜,居家生活,6,2024-01-26 19:57:27
7540,109,小華,6629,牙刷組,居家生活,5,2024-08-10 04:44:48
3209,116,Ivy,3345,果汁飲料,食品零食,4,2024-07-21 23:44:51
4212,118,Eric,8689,筆記本,文具用品,2,2024-05-04 02:36:30
5362,125,Sophia,5398,保溫瓶,居家生活,6,2024-10-21 03:15:43
2843,122,Sophia,7039,筆記本,文具用品,3,2024-06-27 06:56:07
6254,112,Eric,496,螢光筆組,文具用品,3,2024-03-27 12:43:58
8245,120,家豪,7316,牛奶餅乾,食品零食,1,2025-02-22 08:30:03
4271,122,Kevin,2655,泡麵,食品零食,6,2025-03-12 03:07:27
2841,124,小美,4082,女用短襪,居家生活,5,2024-03-16 10:28:27
1225,111,小華,5099,洗衣精,居家生活,4,2024-08-29 00:49:41
6437,107,Ivy,3571,洗手慕絲,居家生活,2,2024-10-06 19:03:05
5237,118,Daniel,2415,無糖紅茶,食品零食,6,2024-12-23 00:40:10
7170,119,Ivy,812,果汁飲料,食品零食,3,2024-03-28 02:11:18
5653,107,Eric,4544,自動鉛筆,文具用品,1,2024-08-26 23:50:20
1136,103,Sophia,4545,護手霜,居家生活,6,2025-03-12 13:06:54
2767,101,Emily,6432,洗衣精,居家生活,2,2024-07-13 18:30:55
2631,129,Kevin,8040,果汁飲料,食品零食,5,2024-09-29 03:12:17
4054,107,Ivy,7603,女用短襪,居家生活,5,2024-12-30 00:46:56
1651,108,Ivy,5095,泡麵,食品零食,3,2024-09-07 14:19:23
3572,101,Kevin,5865,無線滑鼠,3C配件,3,2024-11-16 11:00:26
4869,117,Emily,1115,果汁飲料,食品零食,6,2024-05-11 14:05:47
1482,118,Emily,3795,洗髮精,居家生活,2,2024-06-23 14:18:11
3248,103,Sophia,8631,女用短襪,居家生活,6,2024-11-09 22:46:28
4726,114,佳玲,9486,洗衣精,居家生活,2,2024-08-06 11:22:24
6395,115,Ivy,2258,洗手慕絲,居家生活,2,2024-11-30 05:02:43
9869,122,佳玲,2362,自動鉛筆,文具用品,3,2024-12-18 19:04:16
3215,114,家豪,9354,無糖紅茶,食品零食,2,2024-06-11 02:28:08
9732,124,小華,3116,泡麵,食品零食,3,2025-03-05 05:17:53
1483,125,Kevin,6883,果汁飲料,食品零食,4,2024-06-04 16:07:45
5485,105,佳玲,1849,筆記本,文具用品,2,2024-04-04 00:57:13
5372,120,Eric,3883,筆記本,文具用品,5,2024-04-28 08:24:26
1427,112,小華,7908,洗髮精,居家生活,2,2024-09-14 22:01:00
8680,123,Kevin,3114,洗髮精,居家生活,4,2024-09-08 17:15:08
3253,106,佳玲,3807,洗手慕絲,居家生活,1,2024-07-28 00:32:47
5421,114,佳玲,3423,無糖紅茶,食品零食,2,2024-02-03 06:26:49
8197,128,Eric,8127,無線滑鼠,3C配件,6,2024-06-15 16:39:31
5043,114,Sophia,785,牛奶餅乾,食品零食,5,2025-01-11 13:50:56
6126,113,Eric,9470,牛奶餅乾,食品零食,5,2024-10-01 19:07:23
1630,117,小華,7499,洗衣精,居家生活,4,2025-02-27 01:32:39
5025,117,Ivy,6581,泡麵,食品零食,6,2024-01-21 20:18:18
7347,117,小美,3210,果汁飲料,食品零食,3,2024-08-13 14:29:31
5989,125,Emily,7658,牙刷組,居家生活,2,2024-08-04 10:43:10
1893,123,Ivy,2430,泡麵,食品零食,4,2025-02-28 23:31:25
8400,103,Ivy,1954,洗髮精,居家生活,2,2025-02-02 21:18:55
9952,105,Sophia,6875,無糖紅茶,食品零食,3,2024-08-18 00:54:25
3930,115,Eric,3408,牛奶餅乾,食品零食,4,2024-02-16 09:06:18
6309,123,家豪,2124,女用短襪,居家生活,1,2024-02-28 16:21:43
6946,103,Ivy,6392,男用短襪,居家生活,6,2025-02-09 18:37:45
3619,113,Ivy,6335,充電線,3C配件,1,2025-01-28 06:13:18
6491,119,家豪,2756,女用短襪,居家生活,2,2024-04-01 01:52:05
7874,110,Emily,7411,洗衣精,居家生活,3,2024-11-16 06:34:44
2926,129,家豪,3423,保溫瓶,居家生活,1,2024-11-14 09:12:55
1200,115,Daniel,8269,洗手慕絲,居家生活,5,2025-02-17 00:12:33
9084,108,佳玲,9747,無線滑鼠,3C配件,6,2024-08-31 16:31:12
7719,115,小華,9950,牙刷組,居家生活,5,2024-01-04 08:54:35
9967,109,Eric,9234,無糖紅茶,食品零食,2,2024-01-26 06:43:47
3429,102,Kevin,701,泡麵,食品零食,2,2025-03-13 01:10:50
5889,111,小華,903,女用短襪,居家生活,1,2024-08-01 06:29:23
3643,122,Emily,9847,洗髮精,居家生活,5,2025-02-07 20:28:05
3906,115,Eric,6001,泡麵,食品零食,1,2024-02-17 10:53:49
6289,112,Sophia,1208,保溫瓶,居家生活,4,2025-03-07 20:02:31
2063,110,Daniel,2304,洗髮精,居家生活,1,2024-12-21 09:59:28
6393,117,Sophia,8695,男用短襪,居家生活,2,2024-12-22 07:36:40
1953,104,Eric,8766,牙刷組,居家生活,1,2024-09-04 22:01:09
5705,114,Eric,5285,果汁飲料,食品零食,3,2024-09-26 20:56:25
6797,130,家豪,9318,泡麵,食品零食,4,2024-09-23 23:00:18
9154,116,家豪,3912,充電線,3C配件,6,2024-05-28 07:02:49
1025,104,小美,7716,保溫瓶,居家生活,6,2025-02-11 04:17:36
4396,126,Eric,6893,快充行動電源,3C配件,4,2024-01-24 12:09:10
6728,118,佳玲,285,牛奶餅乾,食品零食,6,2024-04-13 10:15:13
5168,126,小華,5142,無糖紅茶,食品零食,3,2024-09-16 20:01:28
6307,125,小美,1965,螢光筆組,文具用品,6,2024-06-19 12:25:42
7488,124,Eric,577,螢光筆組,文具用品,2,2024-04-09 12:02:01
6536,130,Daniel,7874,快充行動電源,3C配件,1,2024-11-26 04:56:33
8888,105,Daniel,8897,女用短襪,居家生活,3,2024-08-24 15:04:17
1917,127,Ivy,5004,洗髮精,居家生活,5,2025-01-06 11:29:13
9779,101,佳玲,9560,男用短襪,居家生活,6,2024-06-18 12:52:26
2084,105,Emily,610,果汁飲料,食品零食,3,2024-07-11 22:48:38
9753,127,家豪,9454,無線滑鼠,3C配件,5,2024-07-18 06:49:20
2914,128,Emily,5252,果汁飲料,食品零食,6,2024-01-17 09:53:05
7780,103,Daniel,3993,護手霜,居家生活,3,2024-08-19 11:01:06
4541,117,Emily,2967,保溫瓶,居家生活,1,2024-07-10 01:21:41
4311,130,小華,7370,無糖紅茶,食品零食,5,2024-01-13 17:34:23
9192,105,佳玲,5672,洗衣精,居家生活,4,2025-01-10 19:03:52
6084,125,Kevin,2447,筆記本,文具用品,1,2025-02-24 18:47:32
3174,107,小美,7626,牙刷組,居家生活,4,2024-12-31 19:01:04
2897,101,Emily,821,螢光筆組,文具用品,6,2025-03-10 21:38:14
2426,111,Daniel,855,洗手慕絲,居家生活,1,2024-09-23 23:59:34
6119,101,Eric,5214,快充行動電源,3C配件,6,2024-04-17 11:40:58
4285,107,Emily,4632,自動鉛筆,文具用品,5,2024-06-12 16:03:37
2927,109,家豪,2680,無糖紅茶,食品零食,3,2024-02-28 00:33:19
9422,104,佳玲,8988,保溫瓶,居家生活,3,2024-10-08 11:35:44
5440,105,Emily,9505,無糖紅茶,食品零食,2,2024-03-28 02:35:37
6101,120,Kevin,8956,護手霜,居家生活,4,2024-01-26 04:44:09
1475,116,小美,1835,護手霜,居家生活,4,2024-01-28 03:08:07
7987,113,家豪,9866,泡麵,食品零食,5,2024-11-18 16:13:56
6826,110,Kevin,3346,充電線,3C配件,6,2025-01-23 19:25:24
2286,130,Daniel,9402,無線滑鼠,3C配件,2,2024-02-17 17:02:57
2593,115,Emily,7725,無糖紅茶,食品零食,4,2024-04-28 08:08:53
3354,128,Eric,4327,洗髮精,居家生活,3,2024-07-19 06:40:32
6412,126,Kevin,7526,無線滑鼠,3C配件,4,2024-01-16 02:22:47
8787,104,Kevin,7942,泡麵,食品零食,4,2025-03-09 06:13:07
5624,125,Kevin,9515,快充行動電源,3C配件,2,2024-09-17 03:44:51
7646,127,小華,5439,女用短襪,居家生活,5,2024-11-28 02:34:56
5949,118,Daniel,6666,無線滑鼠,3C配件,5,2024-07-30 08:41:10
4992,118,家豪,8003,護手霜,居家生活,4,2024-02-03 12:24:18
4411,127,Eric,7163,護手霜,居家生活,4,2024-10-17 12:27:32
9921,123,佳玲,2935,保溫瓶,居家生活,6,2024-12-08 02:50:09
8972,104,Eric,9866,自動鉛筆,文具用品,4,2024-06-15 20:12:36
2599,127,Daniel,2986,自動鉛筆,文具用品,3,2024-07-26 02:32:03
2781,122,Eric,6308,女用短襪,居家生活,3,2024-09-10 23:29:00
2007,103,佳玲,2376,自動鉛筆,文具用品,5,2025-01-21 23:09:39
1003,125,家豪,2544,泡麵,食品零食,4,2024-09-29 10:36:47
7389,120,Eric,7426,洗髮精,居家生活,2,2024-04-15 11:31:37
5910,119,Emily,7222,無糖紅茶,食品零食,6,2024-06-25 03:15:03
1133,120,Ivy,6722,果汁飲料,食品零食,2,2025-03-12 10:42:39
2022,112,Ivy,970,泡麵,食品零食,1,2024-12-26 20:23:24
6885,104,Emily,610,快充行動電源,3C配件,2,2024-08-09 21:29:13
7459,121,Kevin,6371,男用短襪,居家生活,4,2024-07-14 15:50:41
9931,107,家豪,7880,充電線,3C配件,2,2024-04-06 20:13:20
7301,127,Kevin,6935,泡麵,食品零食,2,2024-05-27 04:34:15
3200,101,小華,357,女用短襪,居家生活,2,2025-01-04 17:43:12
8155,105,小華,2348,洗衣精,居家生活,6,2025-02-16 15:08:27
8471,129,Eric,7074,螢光筆組,文具用品,5,2024-04-02 16:32:38
9346,114,Ivy,7473,女用短襪,居家生活,4,2024-06-30 08:13:08
4044,114,Eric,221,洗髮精,居家生活,5,2024-09-12 08:37:11
9220,109,Sophia,9048,筆記本,文具用品,5,2024-07-06 01:13:05
1620,119,Daniel,6138,洗髮精,居家生活,1,2024-10-24 17:31:55
2311,105,Ivy,4678,無糖紅茶,食品零食,4,2024-09-21 02:50:54
9574,129,Eric,1549,泡麵,食品零食,2,2024-08-29 22:57:42
2279,122,Ivy,9596,筆記本,文具用品,3,2024-11-09 01:55:17
6628,118,小美,7781,泡麵,食品零食,4,2024-09-19 17:05:03
6431,114,Kevin,4927,筆記本,文具用品,3,2024-03-26 01:17:10
5981,124,Eric,4367,洗衣精,居家生活,1,2024-11-18 17:13:38
3770,119,小美,4880,護手霜,居家生活,6,2024-11-15 00:59:38
5699,116,小華,2177,螢光筆組,文具用品,5,2024-02-09 10:06:58
5129,105,Eric,4703,護手霜,居家生活,3,2025-03-15 09:21:19
1232,124,小華,9993,男用短襪,居家生活,2,2024-10-29 05:30:09
8317,112,家豪,4380,牙刷組,居家生活,6,2024-04-30 17:39:19
3962,126,Ivy,642,牛奶餅乾,食品零食,3,2024-02-13 05:16:54
3525,127,Daniel,6865,保溫瓶,居家生活,4,2024-05-01 16:01:35
3740,107,Eric,5753,洗髮精,居家生活,1,2024-11-24 09:37:34
2900,102,家豪,7702,筆記本,文具用品,4,2024-08-31 10:58:20
8803,124,Ivy,3928,護手霜,居家生活,4,2024-12-15 14:12:07
8775,109,家豪,8790,牙刷組,居家生活,4,2024-01-07 10:30:52
8353,113,Kevin,8787,牛奶餅乾,食品零食,6,2024-01-22 03:32:41
9704,121,Kevin,7174,牛奶餅乾,食品零食,5,2024-11-29 09:55:28
6488,109,Emily,1710,牙刷組,居家生活,3,2024-12-01 21:16:09
7408,115,佳玲,9745,無糖紅茶,食品零食,2,2024-09-23 12:17:04
3947,111,Ivy,273,果汁飲料,食品零食,6,2024-01-05 02:28:26
1195,114,小華,8705,男用短襪,居家生活,1,2024-12-16 16:14:10
6759,108,Emily,4227,女用短襪,居家生活,2,2024-01-18 00:51:46
2506,102,Eric,3652,女用短襪,居家生活,5,2024-11-22 04:26:03
2965,103,Eric,2228,無糖紅茶,食品零食,4,2024-12-02 23:35:22
4027,129,小華,3118,泡麵,食品零食,3,2024-05-30 17:00:04
2240,121,Daniel,4628,泡麵,食品零食,4,2024-12-20 11:46:29
5216,106,小華,4643,護手霜,居家生活,1,2024-07-14 14:08:53
6450,102,Emily,4436,牛奶餅乾,食品零食,2,2024-08-13 02:31:36
9056,130,佳玲,6532,牛奶餅乾,食品零食,2,2024-11-26 17:54:54
2776,105,Ivy,7165,快充行動電源,3C配件,2,2024-11-10 23:25:23
2740,130,Daniel,4343,無糖紅茶,食品零食,1,2024-01-18 02:39:17
2153,119,Emily,7405,護手霜,居家生活,1,2024-09-11 05:25:10
1014,130,小美,6497,牙刷組,居家生活,3,2024-03-18 12:00:31
7411,119,小美,8544,果汁飲料,食品零食,6,2025-01-29 17:51:54
8833,114,Sophia,1248,牛奶餅乾,食品零食,5,2024-04-25 00:07:13
7298,123,Daniel,2085,筆記本,文具用品,5,2024-10-01 13:04:04
6463,122,Emily,6663,護手霜,居家生活,1,2024-11-19 23:33:33
2485,112,Ivy,5671,保溫瓶,居家生活,1,2025-03-06 16:44:05
5750,121,佳玲,2993,洗髮精,居家生活,5,2024-01-21 13:59:13
4129,110,Sophia,1849,果汁飲料,食品零食,6,2024-12-18 13:04:49
8970,103,Daniel,3204,護手霜,居家生活,2,2024-01-19 07:01:49
1415,124,Eric,4007,無糖紅茶,食品零食,4,2024-07-18 02:17:36
